"Title"	"Title_Link"	"Duration"	"View"	"Sub"	"Likes"	"Dislikes"	"Date"	"Description"
"211"	"World of Dance LA 2012: Poreotics"	"/watch?v=gytYR-VKmas"	542	102946	489821	989	11	15441	"Stay tuned for all of our amazing news by going to http://www.worldofdance.com/ for the latest on our mobile app, website, merchandise, and tour.Support the movement. Subscribe here.www.youtube.com/worldofdancetourFollow us on Twitter and like us on Facebook:https://twitter.com/#!/worldofdancehttps://www.facebook.com/worldofdance...For more videos like this go to:http://www.worldofdance.com/#WODLife - Make sure to pick up the latest World of Dance Merchandise and Apparel now at http://www.worldofdance.com/store"
"212"	"Jawn Ha - World of Dance Dallas Judge Solo"	"/watch?v=IY8LemjCTlE"	85	102482	160565	983	5	15092	"Jawn Ha - World of Dance Dallas Judge Solowww.worldofdance.com www.facebook.com/moswantedcrewFilmed By: Load It Productionswww.loaditproductions.com"
"213"	"Asia Monet Ray and Jordyn Jones from Abby's Ultimate Interview at World of Dance LA"	"/watch?v=1JBoV8YZ33Q"	384	102279	10195	642	20	15802	"I attended the World of Dance Convention in Los Angeles and met up with Asia Monet Ray and Jordyn Jones from Abby's Ultimate Dance Competition!  These two girls were having so much fun together beforehand and it definitely shows in the interview.  Please watch as we talk about AUDC, their past projects, shopping, and more.  Learn more about this amazing convention at http://www.worldofdance.com and follow these two girls on Twitter:http://www.twitter.com/asiamonetrayhttp://www.twitter.com/jjjordynjonesNo Backups!"
"214"	"Les Twins | World of Dance | Vallejo | 2010"	"/watch?v=G0Gsil0ek2Q"	530	100970	20	509	3	14927	"The title says it all."
"215"	"The Rookies | FRONTROW | World of Dance #WODLA '14"	"/watch?v=ZU8RYYEZfoM"	378	100187	489821	1384	25	16173	"Soundtrack available for free download @verbalclick.bandcamp.com/track/the-rooki­es-wodla-14Follow THE ROOKIES :http://twitter.com/TheRookiesWorldTHE ROOKIES WORLD - THURSDAYhttp://www.youtube.com/worldofdancehttp://www.youtube.com/therookiesworldSupport the movement. Subscribe here.https://www.youtube.com/worldofdanceFollow us on Twitter, Instagram and like us on Facebook:https://twitter.com/worldofdancehttps://instagram.com/worldofdancehttps://www.facebook.com/worldofdance...For more dance news, tour info, and videos like this, go to:http://www.worldofdance.com/"
"216"	"World of Dance New York 2011 - Mos Wanted Crew [UNEDITED]"	"/watch?v=UeApeJ3StlQ"	419	98973	489821	716	16	15125	"Mos Wanted Crew - WOD New YorkEast Coast Debut PerformanceWorld of Dance Brooklyn, NY presented by Paul Mitchell was amazing! The energy in the building was crazy from the main stage to the freestyle section. Hosted by Ricky Cole, Myron Marten, and Bryan East with special guest appearances from Mos Wanted Crew, Chi-Towns Finest, Future Funk, Bones, Les Twins, Kat De Luna, Brian East, Static Noyze, Rhythm City, and more. Thank you to all our sponsors South Pole, RUREPPIN, Monster Energy Drink, Jordan, Pro Club. And thanks to all of our judges!!!06/01/11 #34 - Top Favorited (Today) - EntertainmentFilmed and Edited by Ariel Amaro and Israel Carbajal.#WODLife - Make sure to pick up the latest World of Dance Merchandise and Apparel now at http://www.worldofdance.com/store"
"217"	"World of Dance 2012 / Laurent (Les Twins) & Outrage Exhibition"	"/watch?v=UnY8xa9qh1Y"	365	98569	181	395	3	15442	"World of Dance 4*7*12 / Los Angeles Convention Center*NO COPYRIGHT INFRINGEMENT INTENDED**KORE MEDIA DOES NOT OWN THE RIGHTS TO ALL MUSIC PRESENTED IN THIS VIDEO"
"218"	"Get Like Me | 8 Flavahz Freestyle | World of Dance"	"/watch?v=lqiAfGcl52o"	224	98987	489821	1352	10	16352	"Dance Videos FIRST at the new WORLDOFDANCE.COM#worldofdance Like it! Share it!Catch 8 Flavahz very own Camren Bicondova on Gotham every Monday& Kaelynn KK Harris on tour with UsherFilmed by Jordan Abrantes & Archi PrudencioEdited by Jordan Abrantes#WODLifestyle -- Make sure to pick up the latest World of Dance Merchandise and Apparel now at http://www.worldofdance.com/store"
"219"	"Quest Crew Hard Butts at World of Dance with Pacific Rim Video"	"/watch?v=DZZSnAP4EZ4"	178	98164	99208	373	9	14339	"If you all remember, Ellen Kim of Lost Kids had tested out which Quest Crew butt was the hardest during the ABDC taping. Well, Angelica Alumia of Pacific Rim Video tries out Steve Terada, Ryan Conferido's and Dtrix's butt hardness at the World of Dance Tour Meet and Greet section."
"220"	"Steez | (1st Place) World of Dance Montreal #WODMTL '13"	"/watch?v=UghNwJvg3V8"	272	97950	489821	1336	25	15741	"World of Dance Montreal 2013 // Steez 1st Place Upper Division Champions.Support the movement. Subscribe here.https://www.youtube.com/worldofdancetourFollow us on Twitter and like us on Facebook:https://twitter.com/#!/worldofdancehttps://www.facebook.com/worldofdance...For more dance news, tour info, and videos like this, go to:http://www.worldofdance.com/"
"221"	"Spirit Dance Company | FRONTROW | World of Dance San Diego 2014 #WODSD"	"/watch?v=m1ssVCCX8Wg"	363	98140	489821	1307	17	16370	"Spirit Dance Company World Of Dance San Diego 2014Dance Videos FIRST at the new http://WORLDOFDANCE.COM #worldofdance Like it! Share it!#WODLifestyle â Make sure to pick up the latest World of Dance Merchandise and Apparel now at http://www.worldofdance.com/storeFollow us on Twitter, Instagram and like us on Facebook: https://twitter.com/worldofdance https://instagram.com/worldofdance https://www.facebook.com/worldofdanceâ¦For more dance news, tour info, and videos like this, go to: http://www.worldofdance.com/"
"222"	"the COMPANY World Of Dance 2009 HQ!!!"	"/watch?v=oBpca5c_75o"	391	97181	4931	305	33	14339	"\"Single Sections\""
"223"	"Les Twins Dance Battle Circle - World Of Dance New York 2011 pt.2 Sharp edge"	"/watch?v=SCOCHCbe1-w"	243	96218	806	461	3	15188	"Thank for the Twins with Laurent and Larry!!!! You are winners! Only a word : THE DANCE HIP HOP!!!Matt alias Ludamansky"
"224"	"Brian Puspos | World of Dance Orlando #WODFL '14"	"/watch?v=e9dyJZXt-lY"	192	96208	489821	1081	29	16190	"Brian Puspos | World of Dance Orlando #WODFL '14#WODLifestyle - Make sure to pick up the latest World of Dance Merchandise and Apparel now at http://www.worldofdance.com/storeFor more dance news, tour info, and videos like this, go to:http://www.worldofdance.com/Follow us on Twitter, Instagram and like us on Facebook:https://twitter.com/worldofdancehttps://instagram.com/worldofdancehttps://www.facebook.com/worldofdanceSupport the movement. Subscribe here.https://www.youtube.com/worldofdance"
"225"	"Les Twins - World Of Dance 2012 | HD"	"/watch?v=MgTZjikBSDc"	459	95949	581	453	9	15440	"Les Twins - World Of Dance 2012 in HDSpreading vibes world wide from artist like...VYBZ KARTEL, WORLD BOSS, MERITAL FAMILY, POPCAAN, BEENIE MAN, DOTTA COPPA, SHAWN STORM, DOZA MEDICINE, GAZA SLIM, GAZA INDU, SHEBA, KASEXODUS, TOMMY LEE AKA MOBAY \"GAZA SPARTA\", MAXWELL, BOOKIE, CP INC, BLASS, SCHOOL BOY, GAZA DANGER, MILLA 9, NOTNICE, BADDA DAN, LEE MILLA, SINGER BLINGER, LISA HYPE, 21 BAD GYAL, BLAK RYNO, GAZAEMPIRE CHRISTOPHER MARTIN JAH VINCI J.O.P, AIDONIA, DING DONG, BUSY SIGNAL, ALLIANCE, BOUNTY KILLER, MAVADO, GULLY, BUSTA RHYMES, WIZ KHALIFA, YMCMB, NICKI MINAJ, LIL WAYNE, BIRD MAN, YOUNG MONEY, DJ KHALED, ACE HOOD, DRAKE, YOUNG JEZZY, RICK ROSS, USHER, THE GAME MUSIC IS LIFE!!!Subscribe to Dancehall Funk other page here http://www.youtube.com/user/DHFTVFollow Twitter@DancehallFunkFacebookhttps://www.facebook.com/DancehallFunkLike Facebookhttps://www.facebook.com/DancehallFunk"
"226"	"8 Flavahz - World of Dance in LA 2014"	"/watch?v=Yj0SXYX-VME"	257	94577	69	708	11	16174	"My favorite dance team amazing 8 Flavahz!!~ ;)"
"227"	"Mos Wanted Crew - World of Dance Los Angeles - Filmed By Kanauru"	"/watch?v=0D85T1r_zOU"	492	93865	489821	513	19	15069	"Set Created in 4 DaysWorld of Dance Los Angeles - Mos Wanted Crew Debut Performancewww.worldofdance.com#WODLife - Make sure to pick up the latest World of Dance Merchandise and Apparel now at http://www.worldofdance.com/store"
"228"	"D-Trix - World of Dance Los Angeles 2011"	"/watch?v=HmbNOXLxxVQ"	94	92731	489821	698	7	15079	"Solo performance by D-Trix of So You Think You Can Dance and ABDC Season 6 Judge at World of Dance Los Angeles 2011www.worldofdance.comFilmed By: Digital Creativeswww.youtube.com/digitalcreatives#WODLife - Make sure to pick up the latest World of Dance Merchandise and Apparel now at http://www.worldofdance.com/store"
"229"	"[HD] The Royal Family   World of Dance Bay Area 2014"	"/watch?v=gsPHnXYtTuk"	639	92778	677	677	9	16330	"NOT MINE! i just reupload it from WOD credit to WOD!  Music not mine!Please dont reupload =)#WODBAY my fav dance crewwww"
"230"	"World of Dance 2011 - Movement Lifestyle"	"/watch?v=LPRMysu7bww"	295	91630	97667	1037	9	15067	"Los Angeles Convention CenterJun QuemadoJeka JanePat CruzGigi Torres"
"231"	"Justin \"Jet Li\" Valles | FRONTROW | World of Dance Hawaii 2014 # WODHI"	"/watch?v=0veqADmjVAE"	193	90956	489821	940	27	16423	"World of Dance Hawaii 2014 #WODHIDance Videos FIRST at the new http://WORLDOFDANCE.COM #worldofdance Like it! Share it!#WODLifestyle â Make sure to pick up the latest World of Dance Merchandise and Apparel now at http://www.worldofdance.com/storeSupport the movement. Subscribe here. https://www.youtube.com/worldofdanceFollow us on Twitter, Instagram and like us on Facebook:https://twitter.com/worldofdancehttps://instagram.com/worldofdancehttps://www.facebook.com/worldofdanceâ¦For more dance news, tour info, and videos like this, go to: http://www.worldofdance.com"
"232"	"Anthony Lee & Jillian Meyers | World of Dance Live | FRONTROW | Citywalk 2013"	"/watch?v=493USMNz3Wc"	324	89911	489821	2275	8	15958	"World of Dance (WOD LIVE) Frontrow Feature : Anthony Lee & Jillian Meyers at Citywalk 2013#WODFRONTROWFollow:@_AnthonyLee_@Jilly_MeyersSupport the movement. Subscribe here.https://www.youtube.com/worldofdanceFollow us on Twitter and like us on Facebook:https://twitter.com/#!/worldofdancehttps://www.facebook.com/worldofdance...For more dance news, tour info, and videos like this, go to:http://www.worldofdance.com/#WODLifestyle - Make sure to pick up the latest World of Dance Merchandise and Apparel now at http://www.worldofdance.com/store"
"233"	"The World of Dance Tap Dance Happy Feet"	"/watch?v=sJ-UAjhrdnY"	320	89609	13	115	13	13724	"The World of Dance in Colonie, New York, is well-known for its amazing tap dance numbers."
"234"	"Future Funk at 2011 World of Dance Awards"	"/watch?v=YyMdQ8hKoeA"	340	89534	82	93	6	14991	""
"235"	"World of Dance LA 2012: Academy of Swag"	"/watch?v=JPqDkpbrFM0"	579	88863	489821	773	12	15441	"Stay tuned for all of our amazing news by going to http://www.worldofdance.com/ for the latest on our mobile app, website, merchandise, and tour.Support the movement. Subscribe here.www.youtube.com/worldofdancetourFollow us on Twitter and like us on Facebook:https://twitter.com/#!/worldofdancehttps://www.facebook.com/worldofdance...For more videos like this go to:http://www.worldofdance.com/#WODLife - Make sure to pick up the latest World of Dance Merchandise and Apparel now at http://www.worldofdance.com/store"
"236"	"PG Fam - World of Dance Seattle - 2011 Champions"	"/watch?v=8SDB2ZPOnhU"	416	88775	38367	876	10	15228	"Phyzikal Graffi-T aka PG FAM! \"RNG, T - TWINS, B3atJunKiez, Rhythm Rckrz, Kr3ative Noize, Little Rascals\"World of Dance Seattle 2011 ChampionsSeptember 10, 2011Chorographed by Kolanie Marks ***NO COPYRIGHT INFRINGEMENT INTENDED***\"This video uses copyrighted material in a manner that does not require approval of the copyright holder. It is a fair use under copyright law.â¨\"quotation of excerpts in a review or criticism for purposes of illustration or comment; quotation of short passages in a scholarly or technical work, for illustration or clarification of the author's observations; use in a parody of some of the content of the work parodied; summary of an address or article, with brief quotations, in a news report; reproduction by a library of a portion of a work to replace part of a damaged copy; reproduction by a teacher or student of a small part of a work to illustrate a lesson; reproduction of a work in legislative or judicial proceedings or reports; incidental and fortuitous reproduction, in a newsreel or broadcast, of a work located in the scene of an event being reported.\""
"237"	"World of Dance Boston 2012: Mos Wanted Crew"	"/watch?v=hnJkZ0iOR88"	530	87174	489821	1543	20	15659	"Want more of WOD Boston? Watch here.https://www.youtube.com/watch?v=utHyD...Support the movement. Subscribe here.https://www.youtube.com/worldofdancetourFollow us on Twitter and like us on Facebook:https://twitter.com/#!/worldofdancehttps://www.facebook.com/worldofdance...For more videos like this go to:http://www.worldofdance.com/Presented by Dance Netwerk.http://dancenetwerk.com#WODLife - Make sure to pick up the latest World of Dance Merchandise and Apparel now at http://www.worldofdance.com/stor"
"238"	"World of Dance - Bam Martin of MWC - Jae Millz \"Green Goblin\" feat. Chris Brown - Mos Wanted Mondays"	"/watch?v=NeGKpSwbIWo"	105	86866	489821	932	7	15202	"World of Dance brings you Mos Wanted Workshop Monday's at the America's Best Dance Crew's Season 3 Champions Quest Crew Quest Leaning Center in Artesia, CA. This week featured Brian \"BAM\" Martin of Mos Wanted Crew.Filmed and edited by Justin Carrillo and Rod Jonaswww.twitter.com/rodjonaswww.twitter.com/TOTCollective#WODLife - Make sure to pick up the latest World of Dance Merchandise and Apparel now at http://www.worldofdance.com/store"
"239"	"World Of Dance Seattle 2012 : MOS WANTED CREW Dating Game Part 1"	"/watch?v=5sGlTDGCSGg"	1373	86514	489821	863	14	15602	"Stay tuned for all of our amazing news by going to http://www.worldofdance.com/ for the latest on our mobile app, website, merchandise, and tour.Support the movement. Subscribe here.www.youtube.com/worldofdancetourFollow us on Twitter and like us on Facebook:https://twitter.com/#!/worldofdancehttps://www.facebook.com/worldofdance...For more videos like this go to:http://www.worldofdance.com/#WODLife - Make sure to pick up the latest World of Dance Merchandise and Apparel now at http://www.worldofdance.com/store"
"240"	"Mos Wanted Crew Perform at World of Dance NY 2013"	"/watch?v=4y-nOA7gT_I"	494	86832	103	429	7	15855	"The entire Mos Wanted Crew together at WOD NY 2013"
"241"	"Chachi Gonzales Fan Questions at 2013 World of Dance LA Part 1"	"/watch?v=4vUNJ_r8msE"	224	85306	99208	596	11	15802	"Pacific Rim Video covers the 2013 World of Dance Los Angeles event held at the Los Angeles Convention Center on Saturday, April 6, 2013. PRV correspondent Chris Trondsen poses fan questions to Chachi Gonzales.Clip produced by Peter Gonzaga @petergonzagaPhotography by Sthanlee B. Mirador @sthanlee and Tony Docuyanan @_toekneedeeProduction Assistant Madison NorquistAdditional correspondent: Alex \"BGirl\" Shorty Welch @bgirlshortySubscribe to World of Dance youtube at http://youtube.com/worldofdanceInstagram http://instagram/pacificrimvideoFollow us on twitter at http://twitter.com/pacificrimvideoLike us on Facebook at http://pacificrimvideopressCheck out our photo gallery at http://pacificrimphotopress.com"
"242"	"World of Dance LA 2012: Bones the Machine and DJ Aaron"	"/watch?v=grqkfEuOs-c"	498	84841	489821	575	17	15438	"Stay tuned for all of our amazing news by going to http://www.worldofdance.com/ for the latest on our mobile app, website, merchandise, and tour.Support the movement. Subscribe here.www.youtube.com/worldofdancetourFollow us on Twitter and like us on Facebook:https://twitter.com/#!/worldofdancehttps://www.facebook.com/worldofdance...For more videos like this go to:http://www.worldofdance.com/#WODLife - Make sure to pick up the latest World of Dance Merchandise and Apparel now at http://www.worldofdance.com/store"
"243"	"Chapkis Dance Family 1st Place | World of Dance Bay Area 2014 #WODBAY"	"/watch?v=3ga7FtKCLDY"	265	84741	489821	905	16	16304	"Chapkis Dance Family 1st Place | World of Dance Bay Area 2014 #WODBAY Dance Videos FIRST at the newhttp://WORLDOFDANCE.COM#worldofdance Like it! Share it!#WODLifestyle -- Make sure to pick up the latest World of Dance Merchandise and Apparel now at http://www.worldofdance.com/storeSupport the movement. Subscribe here.https://www.youtube.com/worldofdanceFollow us on Twitter, Instagram and like us on Facebook:https://twitter.com/worldofdancehttps://instagram.com/worldofdancehttps://www.facebook.com/worldofdance...For more dance news, tour info, and videos like this, go to:http://www.worldofdance.com/"
"244"	"WorldofDance.com | Choreo Cookies WOD San Diego 2011"	"/watch?v=xwbDCzRZcUg"	410	84085	489821	1206	8	15294	"World of Dance San Diego brought out the best of the best included the city's own Choreo Cookies who had the crowd up and out of their seats. No strangers of the choreography competition Choreo Cookies have been know as underground kings and queens of the game for some time. Don't miss the amazing performance from this inspiring dance crew. Stay tuned for more from your favorite dance crews and freestyle dancers.Join the movement. Subscribe now.www.youtube.com/worldofdancetourFor more videos like this go to:www.worldofdance.com#WODLife - Make sure to pick up the latest World of Dance Merchandise and Apparel now at http://www.worldofdance.com/store"
"245"	"Fik-Shun & Dytto | Glendora | #WorldofDance"	"/watch?v=kidfe9hV7JM"	231	84007	489821	3156	19	16468	"Fik-Shun & Dytto | Glendora | #WorldofDanceDance Videos FIRST at the new http://WORLDOFDANCE.COM #worldofdance Like it! Share it!#WODLifestyle â Make sure to pick up the latest World of Dance Merchandise and Apparel now at http://www.worldofdance.com/storeSupport the movement. Subscribe here. https://www.youtube.com/worldofdanceFollow us on Twitter, Instagram and like us on Facebook:https://twitter.com/worldofdancehttps://instagram.com/worldofdancehttps://www.facebook.com/worldofdanceâ¦For more dance news, tour info, and videos like this, go to: http://www.worldofdance.com"
"246"	"Les Twins Performance at World of Dance Bay Area 2010 in Vallejo"	"/watch?v=Ew-AY-qxwEA"	505	82931	4635	260	5	14927	"Les Twins performing at World of Dance Bay Area at the Solano County Fairgrounds in Vallejo, California on November 13, 2010."
"247"	"Gossip | FRONTROW | World of Dance #WODBay '14"	"/watch?v=T-7W67LGwdI"	253	81924	489821	1347	13	16308	"Dance Videos FIRST at the newhttp://WORLDOFDANCE.COM#worldofdance Like it! Share it!#WODLifestyle -- Make sure to pick up the latest World of Dance Merchandise and Apparel now at http://www.worldofdance.com/storeSupport the movement. Subscribe here.https://www.youtube.com/worldofdanceFollow us on Twitter, Instagram and like us on Facebook:https://twitter.com/worldofdancehttps://instagram.com/worldofdancehttps://www.facebook.com/worldofdance...For more dance news, tour info, and videos like this, go to:http://www.worldofdance.com/"
"248"	"Chachi x Les Twins | Highlights | World of Dance San Diego 2013 | #SXSTV"	"/watch?v=XBSxcgVIq1g"	223	81184	47827	496	7	16066	"Chachi and Les Twins shared a few memorable moments separately and together at World of Dance San Diego. Chachi returned to the WOD stage to share her talents and new gear. While Les Twins returned to the San Diego stage which a few years before highlighted the beginning of an exciting career in dance.World of Dance:https://www.facebook.com/worldofdance...http://www.worldofdance.com/STEP x STEP DANCE: Uniting Dancers Around The WorldSXSONLINE â¢ http://bit.ly/sRRDwKSXSAPP â¢ http://bit.ly/15pRgbnSXSYOUTUBE â¢ http://bit.ly/10PRnetSXSYOUTUBE â¢ http://bit.ly/L3XtziSXSTWITTER â¢ http://bit.ly/YlrEcgSXSFACEBOOK â¢ http://on.fb.me/VYnmoN"
"249"	"Les Twins vs Wonder Twins, World of Dance 2011, Dance Battle (MVI_1455)"	"/watch?v=ywhjfkEcTIM"	76	80326	103	152	8	15126	"Les Twins, World of Dance 2011Larry and Laurent dance battling the Wonder Twins in the hallways during WOD 2011 in Brooklyn NYC.Filmed with Canon Digital Rebel T2i at 720p @ 60fps."
"250"	"Poreotics | FRONTROW | World of Dance Seattle 2014 #WODSEA"	"/watch?v=AzjUdao_iRE"	350	80306	489821	1023	15	16395	"Poreotics | FRONTROW | World of Dance Tour, Seattle 2014 #WODSEAWorld of Dance Tour, Seattle 2014 #WODSEADance Videos FIRST at the new http://WORLDOFDANCE.COM #worldofdance Like it! Share it!#WODLifestyle â Make sure to pick up the latest World of Dance Merchandise and Apparel now at http://www.worldofdance.com/storeSupport the movement. Subscribe here. https://www.youtube.com/worldofdanceFollow us on Twitter, Instagram and like us on Facebook:https://twitter.com/worldofdancehttps://instagram.com/worldofdance https://www.facebook.com/worldofdanceâ¦For more dance news, tour info, and videos like this, go to: http://www.worldofdance.com"
"251"	"World of Dance Seattle 2011 - Pat Lam & Brian Puspos"	"/watch?v=5PXsJE5Mw8U"	223	79742	78	382	4	15231	"Pat Lam & Brian Puspos perform at World of Dance Seattle 2011 (The Pac).Special Guest Performance with Olivia 'Chachi' Gonzales."
"252"	"Academy of Villains Exhibition | World of Dance Bay Area 2014 #WODBAY"	"/watch?v=f9etqkFk89U"	408	79565	489821	819	3	16304	"Academy of Villains | World of Dance Bay Area 2014 #WODBAYDance Videos FIRST at the newhttp://WORLDOFDANCE.COM#worldofdance Like it! Share it!#WODLifestyle -- Make sure to pick up the latest World of Dance Merchandise and Apparel now at http://www.worldofdance.com/storeSupport the movement. Subscribe here.https://www.youtube.com/worldofdanceFollow us on Twitter, Instagram and like us on Facebook:https://twitter.com/worldofdancehttps://instagram.com/worldofdancehttps://www.facebook.com/worldofdance...For more dance news, tour info, and videos like this, go to:http://www.worldofdance.com/"
"253"	"The Compound | 1st place - Adult Division | World of Dance Montreal 2015 #WODMTL"	"/watch?v=Kms1tgJKvhU"	166	79866	489821	1112	7	16492	"Dance Videos FIRST at the new http://WORLDOFDANCE.COM #worldofdance Like it! Share it!#WODLifestyle â Make sure to pick up the latest World of Dance Merchandise and Apparel now at http://www.worldofdance.com/storeSupport the movement. http://worldofdance.comÂ» Connect with WODFacebook â http://www.facebook.com/worldofdance Instagram â http://www.instagram.com/worldofdanceTwitter â http://twitter.com/worldofdanceWebsite â http://www.worldofdance.com/"
"254"	"World of Dance | Chachi Gonzales \"Chachi Love\" Toronto, Canada"	"/watch?v=EmvDcLirZMg"	118	78285	398	660	11	15257	"World of Dance featuring Chachi Gonzales in Toronto, Canada at the WOD Tour. As a member of America's Best Dance Crew season 6 champions I.aM.mE Crew, Chachi, became as instant favorite to ABDC dance fans and the dance community as a whole. The impression she's made on the scene, only at the age of 15, she has is destined to be remembered as one of the greats as she grows continues to perform at new levels.Song: Frank Ocean \"Rocket Love\"Stay tuned for the new Chachi Gonzales feature from World of Dance releasing October 12th, 2011.SUBSCRIBE NOW to be the first to see it.FOLLOW CHACHI & SUBSCRIBE:www.twitter.com/chachigonzaleswww.facebook.com/chachi0123www.youtube.com/chachi0123FOLLOW WORLD OF DANCE & SUBSCRIBE:www.youtube.com/worldofdanceTVNO COPYRIGHT INFRINGEMENT, FOR INSPIRATIONAL USE ONLY.SUBSCRIBE"
"255"	"Scott Forsyth | FRONTROW | World of Dance Las Vegas 2014 #WODVEGAS"	"/watch?v=ITktu9nGLoo"	141	76988	489821	584	47	16428	"World of Dance Las Vegas 2014 #WODLVDance Videos FIRST at the new http://WORLDOFDANCE.COM #worldofdance Like it! Share it!#WODLifestyle â Make sure to pick up the latest World of Dance Merchandise and Apparel now at http://www.worldofdance.com/storeSupport the movement. Subscribe here. https://www.youtube.com/worldofdanceFollow us on Twitter, Instagram and like us on Facebook:https://twitter.com/worldofdancehttps://instagram.com/worldofdancehttps://www.facebook.com/worldofdanceâ¦For more dance news, tour info, and videos like this, go to: http://www.worldofdance.com World of Dance Las Vegas 2014 #WODLVDance Videos FIRST at the new http://WORLDOFDANCE.COM #worldofdance Like it! Share it!#WODLifestyle â Make sure to pick up the latest World of Dance Merchandise and Apparel now at http://www.worldofdance.com/storeSupport the movement. Subscribe here. https://www.youtube.com/worldofdanceFollow us on Twitter, Instagram and like us on Facebook:https://twitter.com/worldofdancehttps://instagram.com/worldofdancehttps://www.facebook.com/worldofdanceâ¦For more dance news, tour info, and videos like this, go to: http://www.worldofdance.com"
"256"	"World of Dance LA 2012 Allstyles Battle: Poreotics Can & Jet Li vs Jon Boogz & Toogie"	"/watch?v=0EoFY0LaXXk"	870	75562	489821	580	14	15440	"Stay tuned for all of our amazing news by going to http://www.worldofdance.com/ for the latest on our mobile app, website, merchandise, and tour.Support the movement. Subscribe here.www.youtube.com/worldofdancetourFollow us on Twitter and like us on Facebook:https://twitter.com/#!/worldofdancehttps://www.facebook.com/worldofdance...For more videos like this go to:http://www.worldofdance.com/#WODLife - Make sure to pick up the latest World of Dance Merchandise and Apparel now at http://www.worldofdance.com/stor"
"257"	"JABBAWOCKEEZ [BEST HD] World of Dance Pomona 2010 PART 2-2 - YAK FILMS"	"/watch?v=pQ2NY6vpMuE"	402	75168	196314	354	7	15062	"http://www.worldofdancetour.com http://www.worldofdance.com http://jabbawockeez.com/ Filmed by Yoram Savion, Kash Gaines & Ben Tarquin Edited by Yoram Savion & Ben Tarquin http://www.YAKfilms.com Â© YAKfilms 2010 more tags: turf dance tuttin turf feinz dead silence get active chonkie f krumpin poppin lockin e-ninga E ninja no noise will jerm sco boi idummy t roy scoot breaking breakin break dancin break dancing locking tutting battle popping robot turfin turfing turf fienz groovin boogie music tunes ipod cliff hanger flexin feetwork smooth street dancin allie cat lil wayne clown walk hyphy movement e 40 too short mistah fab yu youth uprising young 16 yoram isolation cuttin feet hand work funk hip hop beats clowning clownin boogaloo the lab americas best dance crew yak presents twins in paris october 2009 la loco club nuit night danse dance turf turfing new style breakin breaking krumpin kruming turfin waving popping spins tuts glides Hyphy Street Show juste debout 2008 preselections new style Juste Debout The Twins Meech Joseph Go hip hop dance jumeaux twins maerican got talent incroyable regis fun break new style tv arts et spectacles Philemon Psycho Hip Hop Juste Debout 2008 Abitwins Criminalz Krump Newstyle Yugson Tip Top Wanted Posse Incroyable Talent Twins Newstyle Criminalz Laurent Larry Breakdance Popping Smurf Dance Moves criminal Rynan \"Kid Rainen\" Paguio Chris \"Cristyles\" Gatdula Kevin \"Keibee\" Brewer Joe \"Punky\" Larot Randy \"DJ Wish One\" Bernal Ben \"B-Tek\" Chung Jeff \"Phi\" Nguyen Phil \"Swaggerboy\" Tayag Eddie \"Eddie Styles\" Gutierrez Saso \"Saso Fresh\" Jimenez Mtv's hit TV show Randy Jackson Presents: America's Best Dance Crew"
"258"	"Art of Teknique (WODBay Freestyle Session) | WorldofDance.com"	"/watch?v=aRlAPqfrNUc"	216	74721	489821	1092	17	15600	"World of Dance presents the Art of Teknique freestyle session at the WOD Bay Area 2012 wearing gear from LRG kids.Stay tuned for all of our amazing news by going to http://www.worldofdance.com/ for the latest on our mobile app, website, merchandise, and tour.Support the movement. Subscribe here.www.youtube.com/worldofdancetourFollow us on Twitter and like us on Facebook:https://twitter.com/#!/worldofdancehttps://www.facebook.com/worldofdance...For more videos like this go to:http://www.worldofdance.com/#WODLife - Make sure to pick up the latest World of Dance Merchandise and Apparel now at http://www.worldofdance.com/store"
"259"	"Mos Wanted Crew | World Of Dance New York 2011 | Sharp Edge Events"	"/watch?v=0uVk4b8qJ_A"	324	74385	4857	530	11	15135	"Filmed and Edited by: Joseph Rivera (@directorjosephr)2nd angle footage courtesy of Allan Tabilas of NuevotecÂ© Sharp Edge Productions 2011Leaders in Music Video and Creative Productionhttp://www.SharpEdgeProductions.comhttp://www.DirectorJosephRivera.comhttp://www.nuevotec.com"
